@RELATION Untitled

@ATTRIBUTE Attr0	real
@ATTRIBUTE Attr1	real
@ATTRIBUTE Attr2	real

@DATA
0.40686120813966,0.14186390525777,0.53311457083016
0.40734126417652,0.49455372201482,0.53340782780017
0.40782322890852,0.19060250368419,0.53369871516271
0.40830709457825,0.37460701318687,0.53398721884179
0.40879285336722,0.9225287080989,0.53427332479988
0.40928049739597,0.93545237343498,0.53455701903825
0.40977001872425,0.54721399018708,0.53483828759739
0.41026140935109,0.48667138734188,0.53511711655731
0.41075466121497,0.8840336161206,0.535393492038
0.41124976619395,0.99096456573755,0.53566740019973
0.41174671610576,0.54812141696873,0.53593882724348
0.41224550270801,0.046154872746729,0.53620775941125
0.41274611769826,0.41421809409349,0.5364741829865
0.41324855271418,0.49487487160296,0.53673808429448
0.41375279933372,0.90499480884979,0.53699944970257
0.41425884907519,0.56046722569729,0.53725826562072
0.41476669339746,0.94364157012918,0.53751451850178
0.41527632370006,0.42812510181008,0.53776819484184
0.41578773132338,0.88128512106897,0.53801928118064
0.41630090754873,0.13615909585394,0.53826776410195
0.41681584359859,0.31564089417084,0.53851363023384
0.41733253063668,0.2210967906668,0.53875686624919
0.41785095976814,0.53082370082445,0.53899745886591
0.41837112203969,0.30267805497056,0.5392353948474
0.41889300843978,0.71369745007354,0.53947066100285
0.41941660989873,0.51487124922244,0.53970324418767
0.41994191728892,0.40414994486303,0.53993313130376
0.42046892142489,0.14957915017386,0.54016030929998
0.42099761306358,0.25804407741035,0.54038476517238
0.4215279829044,0.89274694643014,0.54060648596468
0.42206002158948,0.46764165748121,0.54082545876856
0.42259371970376,0.23491520597367,0.54104167072402
0.4231290677752,0.21303727454738,0.54125510901975
0.42366605627495,0.98190822251631,0.54146576089347
0.42420467561748,0.98194756086143,0.54167361363231
0.42474491616078,0.47074996239397,0.54187865457313
0.42528676820651,0.84223660388011,0.54208087110293
0.42583022200021,0.12882850805232,0.54228025065909
0.42637526773142,0.60553729839752,0.54247678072984
0.42692189553389,0.97897649872267,0.54267044885456
0.42747009548576,0.7306160833582,0.5428612426241
0.42801985760971,0.66193298902515,0.54304914968116
0.42857117187316,0.74028028044853,0.54323415772067
0.42912402818846,0.045213557466238,0.54341625449004
0.42967841641303,0.40749805332248,0.54359542778961
0.43023432634959,0.27526746270459,0.54377166547291
0.43079174774632,0.43477261699691,0.54394495544707
0.43135067029703,0.5219205745509,0.5441152856731
0.4319110836414,0.21319770345362,0.54428264416629
0.43247297736511,0.24451735884455,0.54444701899651
0.43303634100008,0.82445473945692,0.54460839828854
0.4336011640246,0.45306760782401,0.54476677022246
0.43416743586359,0.90114683770385,0.54492212303395
0.43473514588875,0.92360773293799,0.54507444501461
0.43530428341877,0.76317133280724,0.54522372451232
0.43587483771953,0.45206889597291,0.54536994993159
0.43644679800427,0.0098147520304399,0.54551310973387
0.43702015343385,0.74387576835077,0.54565319243785
0.43759489311687,0.95056765957069,0.54579018661987
0.43817100610993,0.45901344950821,0.54592408091418
0.43874848141784,0.73271506528862,0.54605486401329
0.43932730799376,0.80523962460338,0.54618252466833
0.43990747473946,0.63136040292747,0.54630705168932
0.44048897050554,1,0.54642843394552
0.44107178409158,0.45887881866538,0.54654666036576
0.44165590424639,0.91252403775205,0.54666171993879
0.44224131966821,0.3591376801346,0.54677360171355
0.44282801900493,0.54573207385694,0.54688229479949
0.4434159908543,0.34504825165425,0.54698778836695
0.44400522376413,0.54634409068543,0.54709007164744
0.44459570623253,0.25660487541107,0.54718913393395
0.4451874267081,0.29143651007049,0.54728496458124
0.44578037359019,0.74313399113647,0.54737755300627
0.44637453522907,0.34383199339153,0.54746688868837
0.44696989992619,0.73128834818562,0.54755296116964
0.44756645593436,0.72240793377621,0.54763576005524
0.44816419145804,0.83005876517747,0.54771527501371
0.44876309465349,0.76629515924292,0.54779149577726
0.44936315362906,0.29569874212467,0.54786441214209
0.44996435644536,0.19476388417719,0.54793401396869
0.45056669111554,0.52466199668329,0.54800029118216
0.45117014560548,0.46918373720513,0.54806323377251
0.45177470783405,0.80317676833717,0.54812283179494
0.45238036567332,0.6538872205906,0.54817907537018
0.4529871069488,0.65026822472321,0.54823195468476
0.4535949194397,0.39702013303251,0.54828145999133
0.45420379087911,0.80507599142431,0.54832758160896
0.45481370895429,0.18679411194954,0.54837030992341
0.45542466130689,0.50184089691154,0.54840963538743
0.45603663553318,0.88635680213814,0.54844554852111
0.4566496191843,0.30492355440684,0.54847803991209
0.45726359976649,0.26743049818822,0.54850710021592
0.45787856474136,0.92401008430137,0.54853272015632
0.45849450152611,0.80360780484793,0.54855489052545
0.45911139749377,0.22978459438024,0.54857360218424
0.45972923997348,0.86831678410673,0.54858884606266
0.46034801625069,0.65969267781143,0.54860061316002
0.46096771356746,0.23655886595692,0.5486088945452
0.46158831912266,0.012935684891916,0.54861368135697
0.46220982007227,0.055432085170187,0.54861496480432
0.46283220352958,0.2591373855576,0.54861273616664
0.4634554565655,0.44101905975875,0.5486069867941
0.46407956620876,0.95562112836771,0.54859770810781
0.46470451944621,0.18080045820771,0.54858489160024
0.46533030322303,0.11755688143156,0.54856852883536
0.46595690444305,0.49156195818384,0.54854861144901
0.46658430996895,0.79383398475346,0.54852513114911
0.46721250662256,0.97673613430807,0.54849807971598
0.46784148118507,0.60791429040257,0.54846744900252
0.46847122039738,0.49415382837105,0.54843323093463
0.46910171096026,0.13401334919436,0.54839541751133
0.4697329395347,0.79359819067442,0.54835400080509
0.47036489274213,0.096421530871771,0.54830897296211
0.47099755716468,0.66167353117525,0.54826032620251
0.47163091934549,0.34019006155219,0.54820805282069
0.47226496578894,0.42604982029395,0.54815214518549
0.47289968296093,0.21498592233683,0.54809259574053
0.47353505728916,0.32024614128241,0.54802939700441
0.47417107516339,0.39823063367584,0.54796254157099
0.47480772293572,0.38338483812351,0.54789202210964
0.47544498692087,0.21787950980854,0.5478178313655
0.47608285339642,0.63610191753369,0.5477399621597
0.47672130860316,0.68635442061792,0.54765840738964
0.47736033874527,0.29275365598504,0.54757316002921
0.47799992999068,0.46447524696878,0.54748421312909
0.4786400684713,0.45637920199397,0.54739155981692
0.47928074028334,0.95793626008026,0.54729519329759
0.47992193148754,0.73903116656263,0.54719510685347
0.48056362810948,0.68754590904858,0.54709129384464
0.4812058161399,0.65301722865953,0.54698374770916
0.48184848153491,0.64057785964118,0.54687246196327
0.48249161021633,0.029196001509821,0.54675743020162
0.48313518807195,0.50423967127416,0.54663864609757
0.48377920095583,0.15456579122634,0.54651610340333
0.48442363468858,0.99923614622483,0.54638979595026
0.48506847505765,0.7540338528329,0.54625971764905
0.48571370781764,0.032080742607535,0.54612586249001
0.48635931869053,0.50639283454211,0.5459882245432
0.48700529336606,0.86458163083906,0.54584679795876
0.48765161750196,0.44100823951853,0.54570157696707
0.48829827672425,0.19580028149477,0.54555255587897
0.48894525662756,0.49309642693931,0.545399729086
0.48959254277541,0.87714255324398,0.54524309106062
0.49024012070048,0.62330390101511,0.5450826363564
0.49088797590499,0.63028668593583,0.54491835960825
0.49153609386086,0.20312489635422,0.54475025553267
0.49218446001018,0.41096435738725,0.54457831892787
0.49283305976536,0.47383551561714,0.54440254467407
0.49348187850951,0.44883675361102,0.54422292773368
0.49413090159674,0.96684030295181,0.54403946315144
0.49478011435241,0.46750424722203,0.54385214605478
0.49542950207351,0.80476386459597,0.54366097165382
0.49607905002889,0.36906560305267,0.54346593524176
0.49672874345962,0.38062563679337,0.54326703219494
0.49737856757928,0.840001713809,0.54306425797314
0.49802850757422,0.24557095382562,0.5428576081197
0.49867854860398,0.27378996218819,0.54264707826175
0.49932867580146,0.81612420615725,0.5424326641104
0.49997887427334,0.58242392732695,0.54221436146094
0.50062912910032,0.97959779433871,0.54199216619299
0.50127942533749,0.39701620814225,0.54176607427075
0.50192974801457,0.92684338051364,0.54153608174315
0.50258008213631,0.89184240957969,0.54130218474399
0.50323041268271,0.21438028625511,0.54106437949224
0.50388072460942,0.4855050482468,0.54082266229208
0.50453100284799,0.81391113397146,0.54057702953321
0.50518123230622,0.15535968570925,0.54032747769092
0.50583139786846,0.28251777069907,0.54007400332634
0.50648148439595,0.11455007909126,0.53981660308658
0.50713147672711,0.23983544274892,0.5395552737049
0.50778135967788,0.80208418547727,0.5392900120009
0.50843111804202,0.38697420223158,0.53902081488067
0.50908073659144,0.99551819166251,0.53874767933695
0.50973020007655,0.96371685188147,0.53847060244935
0.51037949322652,0.058531936334995,0.53818958138445
0.51102860074965,0.41809109206951,0.53790461339597
0.51167750733369,0.93825792874956,0.53761569582497
0.51232619764613,0.2124648558972,0.53732282609995
0.51297465633457,0.033327702493508,0.53702600173708
0.51362286802702,0.39941858235535,0.53672522034028
0.51427081733221,0.23059823636088,0.53642047960143
0.51491848883994,0.97145247545644,0.53611177730047
0.51556586712143,0.57214253889273,0.5357991113056
0.5162129367296,0.61319401941217,0.53548247957338
0.5168596821994,0.012678756282816,0.53516188014893
0.5175060880482,0.087743837984741,0.53483731116602
0.51815213877606,0.70654057024561,0.53450877084722
0.51879781886606,0.587835940772,0.53417625750408
0.51944311278467,0.62587941129443,0.53383976953725
0.52008800498206,0.61629364246598,0.53349930543656
0.52073247989244,0.90258171696794,0.53315486378126
0.52137652193438,0.9118992548295,0.53280644324005
0.52202011551113,0.68540500585765,0.53245404257129
0.52266324501101,0.78657514684037,0.53209766062306
0.52330589480769,0.45621355131989,0.53173729633336
0.52394804926057,0.66487828119097,0.53137294873018
0.52458969271504,0.81518346614058,0.53100461693162
0.52523080950292,0.1851470917708,0.53063230014606
0.52587138394272,0.067281690221171,0.53025599767226
0.52651140034,0.90512273518026,0.52987570889944
0.52715084298773,0.56748174159419,0.52949143330742
0.52778969616658,0.63210602291934,0.52910317046679
0.52842794414533,0.54395671758508,0.52871092003891
0.52906557118113,0.82433498515024,0.52831468177614
0.52970256151988,0.60016315072907,0.52791445552183
0.53033889939661,0.055018033625395,0.52751024121055
0.53097456903574,0.82222399145061,0.52710203886807
0.53160955465149,0.85135809735897,0.52668984861155
0.53224384044817,0.62850760845219,0.52627367064965
0.53287741062058,0.17565476382462,0.52585350528253
0.53351024935429,0.028346055915985,0.52542935290204
0.53414234082604,0.6726511864912,0.52500121399179
0.53477366920405,0.7781524078228,0.52456908912724
0.53540421864838,0.19706633967081,0.52413297897578
0.53603397331126,0.96968172333118,0.52369288429683
0.53666291733745,0.19570645398783,0.52324880594193
0.5372910348646,0.05686597538967,0.52280074485481
0.53791831002356,0.99581099450981,0.52234870207152
0.53854472693874,0.77931342921399,0.52189267872041
0.53917026972848,0.39696356942252,0.52143267602235
0.53979492250537,0.83117831763477,0.5209686952907
0.54041866937661,0.069785612076581,0.5205007379314
0.54104149444438,0.31184803148653,0.5200288054431
0.54166338180614,0.33867916180314,0.51955289941718
0.54228431555501,0.22008110977215,0.51907302153783
0.54290427978012,0.81274665367538,0.51858917358211
0.54352325856696,0.76207647953066,0.51810135742009
0.54414123599773,0.110228529886,0.51760957501477
0.54475819615167,0.70063210882735,0.51711382842228
0.54537412310546,0.29270738339999,0.51661411979186
0.54598900093352,0.78279827800589,0.51611045136598
0.54660281370837,0.099417959513428,0.51560282548031
0.54721554550103,0.35524443917234,0.51509124456385
0.5478271803813,0.17612658256607,0.51457571113895
0.54843770241818,0.006139818835786,0.51405622782138
0.54904709568018,0.5701649860744,0.51353279732035
0.54965534423569,0.77368432237901,0.51300542243857
0.55026243215335,0.99744578299953,0.5124741060723
0.55086834350233,0.51027112095009,0.51193885121139
0.5514730623528,0.97209369907804,0.51139966093931
0.55207657277619,0.62234111175575,0.51085653843321
0.55267885884558,0.95149141957274,0.51030948696391
0.55327990463609,0.47590888424018,0.50975850989602
0.55387969422517,0.51509560921839,0.50920361068787
0.55447821169296,0.92219293605934,0.50864479289162
0.55507544112272,0.24162288966555,0.50808206015323
0.55567136660111,0.54195338023085,0.50751541621256
0.55626597221858,0.98282831844897,0.50694486490329
0.55685924206973,0.50200617931047,0.50637041015304
0.55745116025365,0.74680267971139,0.50579205598336
0.55804171087425,0.83338506211341,0.50520980650969
0.55863087804073,0.05493195356542,0.50462366594149
0.55921864586776,0.89366069903337,0.50403363858214
0.55980499847603,0.9764643139982,0.50343972882904
0.56038991999245,0.43346619095504,0.50284194117354
0.56097339455059,0.21351917745251,0.50224028020104
0.56155540629103,0.12005514726124,0.50163475059092
0.56213593936169,0.78303422634606,0.50102535711657
0.56271497791821,0.89504734382067,0.5004121046454
0.56329250612432,0.64161063458167,0.49979499813885
0.56386850815217,0.11679850847603,0.49917404265235
0.5644429681827,0.66828169410099,0.49854924333536
0.565015870406,0.11267179402761,0.4979206054313
0.56558719902167,0.37579546286604,0.49728813427766
0.56615693823918,0.26412442879842,0.49665183530585
0.56672507227823,0.092192632669477,0.49601171404127
0.5672915853691,0.91520192537,0.49536777610331
0.56785646175302,0.56979177789187,0.49472002720527
0.56841968568252,0.51078167244313,0.49406847315436
0.5689812414218,0.70165765846808,0.49341311985176
0.56954111324706,0.57894341648417,0.49275397329247
0.57009928544693,0.85975132648093,0.49209103956539
0.57065574232273,0.25981387871196,0.49142432485326
0.57121046818892,0.37594050874858,0.49075383543255
0.5717634473734,0.49542304885944,0.4900795776736
0.5723146642179,0.10393233873089,0.48940155804045
0.57286410307831,0.55424175414142,0.48871978309084
0.5734117483251,0.66660156346821,0.4880342594762
0.5739575843436,0.32776146440726,0.48734499394159
0.57450159553441,0.48040816387188,0.48665199332567
0.57504376631376,0.65148644391785,0.48595526456063
0.57558408111384,0.16557706929273,0.48525481467219
0.5761225243832,0.0039164576411979,0.48455065077953
0.57665908058706,0.37384079400991,0.48384278009523
0.5771937342077,0.22645312525074,0.48313120992522
0.57772646974483,0.88883767233136,0.48241594766877
0.57825727171592,0.6197686950221,0.48169700081839
0.57878612465658,0.47558732860161,0.4809743769598
0.5793130131209,0.83500412459967,0.48024808377181
0.57983792168184,0.66649274267046,0.47951812902639
0.58036083493155,0.76388267160381,0.47878452058845
0.58088173748176,0.97018970211705,0.47804726641589
0.58140061396412,0.061471476125546,0.47730637455949
0.58191744903056,0.72146712766513,0.47656185316284
0.58243222735368,0.79253968461084,0.47581371046227
0.58294493362705,0.12289693501712,0.47506195478679
0.5834555525656,0.76652491782265,0.47430659455799
0.58396406890601,0.81797743527487,0.47354763829001
0.58447046740701,0.6749687983736,0.4727850945894
0.58497473284977,0.65913786488299,0.47201897215509
0.58547685003821,0.0046959713076897,0.47124927977827
0.58597680379948,0.022293783774451,0.47047602634233
0.58647457898418,0.18832376325091,0.46969922082274
0.58697016046675,0.16806911154688,0.46891887228704
0.5874635331459,0.19650719469209,0.46813498989463
0.58795468194488,0.67577186588439,0.46734758289678
0.58844359181189,0.022847324374976,0.46655666063646
0.5889302477204,0.5418934053853,0.46576223254833
0.58941463466952,0.27010395565863,0.46496430815854
0.58989673768436,0.85881079681419,0.46416289708467
0.59037654181641,0.71029968319508,0.46335800903568
0.59085403214383,0.049323912913955,0.46254965381173
0.59132919377186,0.55627519255512,0.46173784130407
0.59180201183314,0.16345355831661,0.46092258149503
0.59227247148811,0.14882585551174,0.46010388445776
0.5927405579253,0.59692956372287,0.45928176035624
0.59320625636175,0.87652725718084,0.45845621944512
0.5936695520433,0.26818908576763,0.45762727206959
0.59413043024499,0.19437568624549,0.45679492866526
0.59458887627141,0.88841865775877,0.45595919975807
0.59504487545701,0.8342984056993,0.45512009596414
0.5954984131665,0.32432097430198,0.45427762798964
0.59594947479517,0.33562892238374,0.45343180663068
0.59639804576928,0.46917903877492,0.45258264277319
0.59684411154635,0.0012619495728257,0.45173014739273
0.59728765761554,0.757201009395,0.45087433155443
0.59772866949807,0.94383646675024,0.45001520641281
0.59816713274743,0.66093530102835,0.44915278321166
0.59860303294984,0.4846291192844,0.44828707328388
0.59903635572455,0.18799753498308,0.44741808805136
0.59946708672421,0.99032798250796,0.44654583902483
0.59989521163524,0.073189206370518,0.44567033780371
0.60032071617806,0.1222135092785,0.44479159607595
0.60074358610763,0.43897643528714,0.44390962561792
0.60116380721362,0.28036382189277,0.44302443829422
0.60158136532086,0.54581476258556,0.44213604605752
0.60199624628964,0.74324651509303,0.44124446094844
0.60240843601609,0.80458172476109,0.44034969509539
0.60281792043248,0.77250599268915,0.43945176071436
0.6032246855076,0.059378287348743,0.43855067010882
0.60362871724711,0.89947128944827,0.43764643566952
0.60403000169384,0.030239247093271,0.43673906987432
0.60442852492818,0.43086439038732,0.43582858528805
0.60482427306839,0.27663023186796,0.43491499456233
0.60521723227098,0.00049999999999996,0.43399831043538
0.605607388731,0.49174176960479,0.43307854573187
